dist,GT,highRes,ShighRes,Fmean,Fmedian,FSCmean,FSCmedian,FSCpam,FSCkml,RWGPS,SFmean,SFmedian,SFSCmean,SFSCmedian,SFSCpam,SFSCkml
0,11.98734251,11.98,11.94655952,9.661866912,12.19649178,13.19809148,13.88538771,12.75693393,13.21117765,14.2,9.670963919,12.21842212,13.18892429,13.80460543,12.76211693,12.91472776
1,12.02894481,12.01111111,11.98121658,9.682049976,12.21387854,13.2347577,13.86885355,12.78836436,13.21117765,14.2,9.699898699,12.23367152,13.22637855,13.82520297,12.79317587,12.94466762
2,12.07054711,12.04222222,12.01585691,9.713231589,12.32705764,13.27134278,13.8533949,12.81982101,13.2086251,14.3,9.728663882,12.24916738,13.26372526,13.84586991,12.82427107,12.97476249
3,12.11214941,12.07333333,12.05048027,9.737729299,12.35972581,13.30784685,13.88298061,12.85130394,13.20277881,14.3,9.757261132,12.26490707,13.30096489,13.86660595,12.8554025,13.00501006
4,12.15375171,12.10444444,12.08508645,9.75978043,12.38698755,13.34427006,13.91597626,12.88281323,13.19147015,14.3,9.785692114,12.28088793,13.33809788,13.88741081,12.88657013,13.035408
5,12.195354,12.13555556,12.11967522,9.783929167,12.40689928,13.38061253,13.94806115,12.91434893,13.19705728,14.3,9.813958493,12.29710732,13.37512469,13.90828416,12.91777395,13.06595399
6,12.2369563,12.16666667,12.15424636,9.81855857,12.42335089,13.4168744,13.97013633,12.94591113,13.19391145,14.3,9.842061933,12.31356262,13.41204577,13.92922573,12.94901393,13.0966457
7,12.2785586,12.19777778,12.18879964,9.845027319,12.43800492,13.4530558,13.96994539,12.97749988,13.20503163,14.3,9.8700041,12.33025118,13.44886159,13.95023522,12.98029005,13.12748079
8,12.3201609,12.22888889,12.22333485,9.880011683,12.49346995,13.48915688,14.00348412,13.00911527,13.21702437,14.3,9.897786658,12.34717035,13.4855726,13.97131232,13.01160229,13.15845696
9,12.3617632,12.26,12.25785176,9.898157135,12.48559913,13.52517776,14.04733204,13.04075735,13.23266419,14.3,9.925411272,12.36431749,13.52217926,13.99245673,13.04295063,13.18957188
10,12.39899503,12.293,12.29235015,9.926124499,12.49009246,13.56111858,14.05911357,13.0724262,13.2563643,14.3,9.952879606,12.38168998,13.55868201,14.01366817,13.07433504,13.22082321
11,12.43622686,12.326,12.3268298,9.948865585,12.50931106,13.59697948,14.06074541,13.10412188,13.27464274,14.3,9.980193326,12.39928516,13.59508133,14.03494633,13.10575549,13.25220863
12,12.47345868,12.359,12.36129048,9.978697541,12.4516735,13.63276059,14.06284578,13.13584448,13.29522571,14.3,10.0073541,12.41710039,13.63137765,14.05629091,13.13721198,13.28372582
13,12.51069051,12.392,12.39573197,10.01110792,12.50129629,13.66846205,14.06692045,13.16759404,13.30946335,14.3,10.03436358,12.43513304,13.66757145,14.07770162,13.16870447,13.31537246
14,12.54792234,12.425,12.43015405,10.04537472,12.50697255,13.70408399,14.08815736,13.19937065,13.32341219,14.3,10.06122344,12.45338046,13.70366317,14.09917816,13.20023295,13.34714621
15,12.58515417,12.458,12.4645565,10.06659724,12.47157467,13.73962654,14.10850523,13.23117438,13.34207875,14.3,10.08793535,12.47184002,13.73965327,14.12072023,13.23179738,13.37904475
16,12.622386,12.491,12.49893908,10.10264417,12.47590715,13.77508985,14.12797407,13.26300529,13.36394349,14.2,10.11450097,12.49050907,13.77554221,14.14232753,13.26339775,13.41106576
17,12.65961782,12.524,12.53330159,10.15632654,12.47272812,13.81047405,14.1465739,13.29486345,13.39949896,14.2,10.14092196,12.50938497,13.81133045,14.16399977,13.29503404,13.44320691
18,12.69684965,12.557,12.5676438,10.16672268,12.53000469,13.84577926,14.15512388,13.32674893,13.4124736,14.2,10.16719999,12.52846509,13.84701843,14.18573666,13.32670622,13.47546587
19,12.73408148,12.59,12.60196548,10.21560394,12.53960182,13.88100564,14.15872098,13.3586618,13.4465227,14.2,10.19333673,12.54774677,13.88260662,14.20753788,13.35841427,13.50784033
20,12.77044647,12.622,12.63626641,10.26813431,12.53720903,13.9161533,14.16254424,13.39060213,13.46710772,14.2,10.21933383,12.56722739,13.91809547,14.22940314,13.39015817,13.54032795
21,12.80681145,12.654,12.67054637,10.31117496,12.57908026,13.9512224,14.16680661,13.42256999,13.49696347,14.2,10.24519296,12.5869043,13.95348544,14.25133215,13.4219379,13.57292641
22,12.84317644,12.686,12.70480514,10.35393402,12.58834344,13.98621306,14.18650442,13.45456546,13.52231679,14.2,10.2709158,12.60677486,13.98877698,14.27332461,13.45375342,13.60563339
23,12.87954143,12.718,12.73904249,10.385618,12.59231474,14.02112541,14.23119036,13.48658858,13.54865729,14.2,10.29650399,12.62683642,14.02397056,14.29538022,13.48560473,13.63844655
24,12.91590642,12.75,12.77325821,10.40346381,12.6,14.0559596,14.28062084,13.51863945,13.5819171,14.2,10.32195921,12.64708636,14.05906661,14.31749868,13.5174918,13.67136358
25,12.9522714,12.782,12.80745207,10.441577,12.6,14.09071576,14.30818955,13.55071812,13.60412013,14.2,10.34728313,12.66752203,14.09406562,14.3396797,13.5494146,13.70438215
26,12.98863639,12.814,12.84162384,10.46120984,12.57204744,14.12539402,14.3295475,13.58282467,13.62969318,14.2,10.3724774,12.68814078,14.12896801,14.36192298,13.58137312,13.73749993
27,13.02500138,12.846,12.8757733,10.4882805,12.6,14.15999452,14.33995616,13.61495916,13.65835861,14.2,10.39754369,12.70893998,14.16377427,14.38422821,13.61336733,13.7707146
28,13.06136636,12.878,12.90990024,10.52133342,12.6,14.19451739,14.35623316,13.64712166,13.69231936,14.2,10.42248367,12.72991699,14.19848483,14.40659511,13.6453972,13.80402383
29,13.09773135,12.91,12.94400442,10.51388991,12.61478443,14.22896277,14.38887405,13.67931225,13.7234696,14.2,10.447299,12.75106917,14.23310016,14.42902338,13.67746272,13.83742529
30,13.13209944,12.95,12.97808564,10.53014464,12.64166482,14.2633308,14.42414334,13.71153099,13.75621683,14.2,10.47199134,12.77239387,14.26762071,14.45151271,13.70956386,13.87091667
31,13.16646752,12.99,13.01214365,10.54834357,12.65936979,14.29762161,14.45892363,13.74377796,13.79058683,14.2,10.49656237,12.79388846,14.30204694,14.47406281,13.74170061,13.90449564
32,13.20083561,13.03,13.04617825,10.5577661,12.67962681,14.33183533,14.47812774,13.77605321,13.82574138,14.2,10.52101374,12.81555029,14.33637931,14.49667338,13.77387293,13.93815987
33,13.23520369,13.07,13.0801892,10.57866024,12.708343,14.3659721,14.49160541,13.80835683,13.85331692,14.2,10.54534712,12.83737673,14.37061826,14.51934412,13.80608081,13.97190703
34,13.26957178,13.11,13.11417629,10.59021664,12.74336092,14.40003205,14.51821163,13.84068887,13.8926785,14.2,10.56956418,12.85936513,14.40476426,14.54207474,13.83832422,14.0057348
35,13.30393987,13.15,13.14813929,10.60660513,12.7877699,14.43401533,14.54633417,13.87304942,13.92355552,14.2,10.59366658,12.88151286,14.43881777,14.56486495,13.87060314,14.03964086
36,13.33830795,13.19,13.18207798,10.6216892,12.8,14.46792206,14.57440993,13.90543853,13.95348688,14.2,10.61765598,12.90381727,14.47277923,14.58771443,13.90291756,14.07362288
37,13.37267604,13.23,13.21599214,10.63876559,12.80222517,14.50175238,14.59396587,13.93785628,13.98971239,14.2,10.64153404,12.92627572,14.50664911,14.61062289,13.93526743,14.10767853
38,13.40704412,13.27,13.24988154,10.6643737,12.82224332,14.53550642,14.62084293,13.97030273,14.022807,14.2,10.66530245,12.94888557,14.54042786,14.63359005,13.96765275,14.1418055
39,13.44141221,13.31,13.28374597,10.6809082,12.84226147,14.56918433,14.65050052,14.00277797,14.06457115,14.2,10.68896285,12.97164419,14.57411593,14.65661559,14.0000735,14.17600144
40,13.47435904,13.343,13.3175852,10.69623607,12.86854431,14.60278623,14.67383085,14.03528204,14.09340825,14.2,10.71251691,12.99454893,14.60771379,14.67969922,14.03252964,14.21026405
41,13.50730586,13.376,13.351399,10.7168991,12.88249647,14.63631226,14.69712742,14.06781504,14.13203974,14.1,10.73596631,13.01759715,14.64122189,14.70284064,14.06502115,14.24459099
42,13.54025269,13.409,13.38518716,10.73349997,12.90880007,14.66976256,14.72038966,14.10037701,14.16932143,14.1,10.75931269,13.0407862,14.67464068,14.72603956,14.09754802,14.27897993
43,13.57319951,13.442,13.41894944,10.74904102,12.9441541,14.70313726,14.74361702,14.13296804,14.21716946,14.1,10.78255774,13.06411346,14.70797062,14.74929568,14.13011023,14.31342856
44,13.60614634,13.475,13.45268564,10.7692156,12.95595729,14.7364365,14.76680892,14.16558819,14.24525996,14.1,10.8057031,13.08757628,14.74121217,14.7726087,14.16270774,14.34793455
45,13.63909317,13.508,13.48639552,10.78417138,12.97132433,14.76966041,14.7899648,14.19823753,14.30420463,14.1,10.82875045,13.11117202,14.77436578,14.79597832,14.19534053,14.38249557
46,13.67203999,13.541,13.52007887,10.80532834,12.99222932,14.80280912,14.81308411,14.23091614,14.32834196,14.1,10.85170146,13.13489804,14.80743191,14.81940424,14.22800859,14.41710929
47,13.70498682,13.574,13.55373546,10.8182416,13.01694288,14.83588278,14.83616626,14.26362407,14.36627959,14.1,10.87455778,13.15875169,14.84041102,14.84288617,14.26071189,14.4517734
48,13.73793364,13.607,13.58736507,10.85350153,13.1982478,14.86888151,14.85921072,14.2963614,14.40925939,14.1,10.89732108,13.18273034,14.87330356,14.86642381,14.29345041,14.48648556
49,13.77088047,13.64,13.62096747,10.87114915,13.21534313,14.90180546,14.8822169,14.3291282,14.45992582,14.1,10.91999303,13.20683135,14.90610999,14.89001687,14.32622413,14.52124345
50,13.80297514,13.671,13.65454245,10.91366341,13.2832501,14.93465475,14.90518424,14.36192454,14.48299536,14.1,10.94257529,13.23105207,14.93883075,14.91366503,14.35903302,14.55604475
51,13.83506981,13.702,13.68808977,10.93289776,13.25351832,14.96742953,14.92811219,14.39475049,14.51729789,14.1,10.96506953,13.25538987,14.97146632,14.93736802,14.39187706,14.59088713
52,13.86716448,13.733,13.72160923,10.95152885,13.24293064,15.00012992,14.95100017,14.42760611,14.57706373,14,10.9874774,13.27984211,15.00401715,14.96112552,14.42475623,14.62576827
53,13.89925915,13.764,13.75510059,10.96965279,13.26095824,15.03275607,14.97384763,14.46049148,14.60060177,14,11.00980058,13.30440614,15.03648368,14.98493725,14.45767051,14.66068583
54,13.93135382,13.795,13.78856363,10.9882289,13.28946258,15.0653081,14.996654,14.49340666,14.6532966,14,11.03204074,13.32907933,15.06886638,15.0088029,14.49061987,14.69563749
55,13.96344848,13.826,13.82199813,11.0074512,13.36161116,15.09778616,15.01941871,14.52635173,14.6896463,14,11.05419952,13.35385903,15.10116571,15.03272217,14.52360429,14.73062094
56,13.99554315,13.857,13.85540387,11.03316584,13.40191233,15.13019038,15.0421412,14.55932675,14.73402466,14,11.07627861,13.3787426,15.13338211,15.05669477,14.55662375,14.76563384
57,14.02763782,13.888,13.88878063,11.05416032,13.42290776,15.16252089,15.06482092,14.59233179,14.7742464,14,11.09827966,13.40372741,15.16551606,15.08072041,14.58967823,14.80067387
58,14.05973249,13.919,13.92212817,11.07550916,13.44699241,15.19477783,15.0960319,14.62536693,14.80831628,14,11.12020434,13.42881081,15.19756799,15.10479877,14.6227677,14.8357387
59,14.09182716,13.95,13.95544629,11.10011402,13.48743119,15.22696133,15.12747307,14.65843222,14.84523063,14,11.14205431,13.45399016,15.22953837,15.12892958,14.65589214,14.870826
60,14.12151913,13.983,13.98873475,11.1244609,13.52847352,15.25907153,15.1587109,14.69152775,14.88343886,13.9,11.16383124,13.47926282,15.26142765,15.15311252,14.68905153,14.90593346
61,14.1512111,14.016,14.02199334,11.14227783,13.56951611,15.29110856,15.189749,14.72465358,14.92629298,13.9,11.18553679,13.50462616,15.2932363,15.1773473,14.72224585,14.94105875
62,14.18090308,14.049,14.05522182,11.16596209,13.59709296,15.32307257,15.22059097,14.75780977,14.96177789,13.9,11.20717264,13.53007752,15.32496476,15.20163362,14.75547508,14.97619954
63,14.21059505,14.082,14.08841999,11.18809939,13.63171855,15.35496368,15.25124044,14.79099641,15.00860581,13.9,11.22874043,13.55561428,15.35661349,15.22597119,14.78873918,15.0113535
64,14.24028702,14.115,14.12158761,11.21189494,13.71669852,15.38678202,15.281701,14.82421355,15.04200713,13.9,11.25024184,13.58123378,15.38818295,15.2503597,14.82203814,15.04651831
65,14.26997899,14.148,14.15472447,11.23610981,13.76887765,15.41852775,15.31197628,14.85746126,15.09373962,13.9,11.27167854,13.6069334,15.4196736,15.27479887,14.85537194,15.08169165
66,14.29967096,14.181,14.18783034,11.24177724,13.75478014,15.45020098,15.34206989,14.89073963,15.11831737,13.9,11.29305218,13.63271048,15.45108588,15.29928839,14.88874056,15.11687119
67,14.32936294,14.214,14.22090499,11.29748569,13.76220416,15.48180186,15.37198544,14.92404871,15.16168408,13.9,11.31436443,13.65856239,15.48242026,15.32382796,14.92214397,15.15205461
68,14.35905491,14.247,14.25394821,11.32833955,13.79195902,15.51333052,15.40172653,14.95738857,15.20285928,13.9,11.33561696,13.68448649,15.5136772,15.34841729,14.95558214,15.18723957
69,14.38874688,14.28,14.28695978,11.35155919,13.79830828,15.54478709,15.4312968,14.99075929,15.25812119,13.8,11.35681143,13.71048014,15.54485714,15.37305607,14.98905506,15.22242376
70,14.42706053,14.311,14.31993946,11.37452888,13.80513917,15.57617172,15.46069983,15.02416093,15.29632808,13.8,11.37794951,13.73654069,15.57596054,15.39774402,15.02256271,15.25760485
71,14.46537417,14.342,14.35288704,11.39753806,13.81825392,15.60748453,15.48993926,15.05759356,15.33471787,13.8,11.39903286,13.76266551,15.60698787,15.42248083,15.05610506,15.29278051
72,14.50368782,14.373,14.3858023,11.41605681,13.82439971,15.63872566,15.51901869,15.09105726,15.36428771,13.8,11.42006315,13.78885195,15.63793957,15.44726621,15.08968209,15.32794842
73,14.54200146,14.404,14.41868501,11.438141,13.8305455,15.66989524,15.54794173,15.12455208,15.39741835,13.8,11.44104203,13.81509738,15.66881611,15.47209986,15.12329377,15.36310625
74,14.58031511,14.435,14.45153495,11.46127025,13.91290637,15.70099342,15.576712,15.15807811,15.45156915,13.8,11.46197118,13.84139916,15.69961793,15.49698148,15.15694009,15.39825168
75,14.61862875,14.466,14.4843519,11.46220752,13.87185939,15.73202033,15.60533311,15.1916354,15.49247525,13.8,11.48285226,13.86775464,15.7303455,15.52191077,15.19062102,15.43338239
76,14.6569424,14.497,14.51713563,11.49911996,13.9464793,15.76297609,15.63056478,15.22522404,15.51971363,13.8,11.50368693,13.89416118,15.76099927,15.54688744,15.22433654,15.46849603
77,14.69525604,14.528,14.54988592,11.51896414,13.96767444,15.79386085,15.64893079,15.25884408,15.56366906,13.8,11.52447687,13.92061614,15.79157969,15.57191118,15.25808663,15.50359031
78,14.73356969,14.559,14.58260255,11.54001369,14.00175872,15.82467475,15.66726139,15.2924956,15.61025762,13.8,11.54522372,13.94711689,15.82208723,15.59698171,15.29187127,15.53866287
79,14.77188333,14.59,14.6152853,11.5635484,14.09453363,15.85541791,15.68555524,15.32617866,15.64257293,13.8,11.56592917,13.97366079,15.85252234,15.62209871,15.32569042,15.57371141
80,14.80817161,14.6185,14.64793394,11.58150729,14.14095766,15.88609047,15.70378763,15.35989334,15.69117424,13.8,11.58659487,14.00024518,15.88288547,15.64726191,15.35954407,15.60873359
81,14.84445989,14.647,14.68054826,11.60213574,14.16526495,15.91669257,15.72082731,15.39363971,15.72695539,13.8,11.60722249,14.02686743,15.91317709,15.67247099,15.39343221,15.6437271
82,14.88074817,14.6755,14.71312802,11.62249695,14.16754502,15.94722435,15.73761438,15.42741783,15.76068672,13.8,11.62781369,14.05352491,15.94339764,15.69772566,15.42735479,15.6786896
83,14.91703645,14.704,14.74567301,11.64296894,14.16263265,15.97768593,15.7541537,15.46122777,15.79671034,13.8,11.64837014,14.08021497,15.97354758,15.72302562,15.46131181,15.71361876
84,14.95332473,14.7325,14.778183,11.66532955,14.18246476,16.00807745,15.77045013,15.49506961,15.84665736,13.7,11.6688935,14.10693496,16.00362737,15.74837058,15.49530324,15.74851228
85,14.98961301,14.761,14.81065777,11.68663488,14.22306419,16.03839905,15.78650854,15.52894341,15.88168159,13.7,11.68938544,14.13368226,16.03363747,15.77376023,15.52932905,15.78336781
86,15.02590129,14.7895,14.8430971,11.70562831,14.25504021,16.06865087,15.8023338,15.56284924,15.91325899,13.7,11.70984763,14.16045421,16.06357833,15.79919428,15.56338923,15.81818303
87,15.06218957,14.818,14.87550077,11.72926438,14.28251136,16.09883303,15.81793078,15.59678717,15.9639202,13.6,11.73028172,14.18724818,16.0934504,15.82467244,15.59748375,15.85295563
88,15.09847785,14.8465,14.90786855,11.74843175,14.3099825,16.12894568,15.83330433,15.63075727,16.01415577,13.6,11.75068938,14.21406154,16.12325415,15.85019439,15.6316126,15.88768327
89,15.13476613,14.875,14.94020022,11.77181742,14.32697963,16.15898894,15.85636665,15.6647596,16.02317154,13.5,11.77107227,14.24089162,16.15299003,15.87575986,15.66577574,15.92236362
90,15.17099188,14.9155,14.97249555,11.79319756,14.34388786,16.18896296,15.88712828,15.69879425,16.07168049,13.4,11.79143207,14.26773581,16.18265849,15.90136853,15.69997315,15.95699437
91,15.20721762,14.956,15.00475433,11.81740335,14.3607961,16.21886787,15.91774594,15.73286128,16.09785596,13.3,11.81177044,14.29459145,16.21226,15.92702011,15.73420482,15.99157318
92,15.24344337,14.9965,15.03697634,11.84203424,14.37556669,16.2487038,15.94822457,15.76696075,16.12976941,13.2,11.83208903,14.32145591,16.241795,15.95271431,15.76847071,16.02609774
93,15.27966912,15.037,15.06916134,11.86663593,14.37677238,16.27847089,15.97856911,15.80109273,16.16449228,13.1,11.85238952,14.34832654,16.27126395,15.97845082,15.80277082,16.06056571
94,15.31589487,15.0775,15.10130912,11.89197687,14.40671437,16.30816927,16.00878449,15.83525731,16.20886461,13.1,11.87267358,14.37520071,16.30066732,16.00422935,15.83710511,16.09497477
95,15.35212061,15.118,15.13341946,11.89183877,14.4069402,16.33779909,16.03887566,15.86945453,16.25179966,13,11.89294285,14.40207577,16.33000555,16.03004961,15.87147356,16.1293226
96,15.38834636,15.1585,15.16549212,11.91357437,14.43972066,16.36736047,16.06884755,15.90368449,16.27986001,12.9,11.91319902,14.42894909,16.3592791,16.05591128,15.90587615,16.16360687
97,15.42457211,15.199,15.1975269,11.93766358,14.48334474,16.39685354,16.0987051,15.93794723,16.31596024,12.8,11.93344374,14.45581802,16.38848843,16.08181408,15.94031286,16.19782526
98,15.46079785,15.2395,15.22952356,11.96184266,14.51999638,16.42627846,16.12659586,15.97224284,16.33733622,12.7,11.95367868,14.48267993,16.417634,16.10775771,15.97478366,16.23197543
99,15.4970236,15.28,15.26148188,11.98593836,14.53590643,16.45563534,16.14862852,16.00657138,16.38141927,12.6,11.9739055,14.50953216,16.44671625,16.13374186,16.00928854,16.26605507
100,15.52772956,15.318,15.29340165,12.00956531,14.5594825,16.48492433,16.17062782,16.04093291,16.41204597,12.5,11.99412588,14.53637209,16.47573565,16.15976625,16.04382746,16.30006185
101,15.55843552,15.356,15.32521315,12.0320306,14.55623419,16.51350839,16.19301802,16.07540855,16.45739264,12.5,12.01442751,14.56265833,16.50468123,16.18651657,16.07854107,16.33495807
102,15.58914148,15.394,15.35698615,12.05381313,14.55906335,16.54191162,16.21539667,16.10992021,16.46486917,12.4,12.03469045,14.58881038,16.53355788,16.21303903,16.11330157,16.36967053
103,15.61984744,15.432,15.38871882,12.06650567,14.57165392,16.57014254,16.23342911,16.14446767,16.49811645,12.3,12.05497912,14.61559318,16.5623658,16.23932963,16.1481088,16.4041742
104,15.6505534,15.47,15.42040932,12.08735651,14.61126184,16.59826912,16.24064589,16.17905067,16.52774578,12.2,12.07525316,14.64242632,16.59110525,16.26572092,16.18296261,16.43840118
105,15.68125936,15.508,15.45205583,12.10655863,14.65173364,16.62626189,16.247803,16.21366893,16.55799964,12.1,12.0955058,14.6693281,16.6197765,16.29224369,16.21786278,16.47226132
106,15.71196532,15.546,15.48365656,12.14457264,14.69931917,16.65414122,16.26735339,16.24832218,16.5882008,12,12.11578867,14.69631534,16.6483799,16.31889688,16.25280911,16.50587739
107,15.74267128,15.584,15.51520972,12.16306229,14.68934284,16.68205187,16.29519297,16.2830101,16.62018863,12,12.13595409,14.7233561,16.67691585,16.34560949,16.28780134,16.53919169
108,15.77337724,15.622,15.54671353,12.1869326,14.74812278,16.71007945,16.31791131,16.31773238,16.65073069,11.9,12.15613485,14.75037692,16.70538475,16.37221285,16.32283921,16.57228798
109,15.8040832,15.66,15.57816625,12.2068956,14.76833432,16.73796518,16.34046235,16.35248869,16.67187494,11.8,12.1763963,14.77751857,16.73378644,16.39895668,16.35792242,16.60517103
110,15.82879905,15.687,15.60951518,12.22783822,14.78738468,16.76562103,16.36284747,16.38727872,16.7129096,11.7,12.19661167,14.80448987,16.76212133,16.42592416,16.39305065,16.63772819
111,15.8535149,15.714,15.64077563,12.25125592,14.79792868,16.79322273,16.38507737,16.42210636,16.73664012,11.6,12.21694609,14.83137343,16.7903899,16.45287881,16.42822355,16.67022594
112,15.87823075,15.741,15.67194912,12.2867691,14.81438638,16.82067865,16.40902332,16.45697145,16.77106266,11.5,12.2372638,14.85830783,16.81859264,16.47973941,16.46344074,16.70255358
113,15.9029466,15.768,15.70303722,12.3071259,14.84896229,16.84800549,16.43307351,16.4918738,16.79889343,11.5,12.2576166,14.88473971,16.84673012,16.506495,16.49870182,16.73471738
114,15.92766246,15.795,15.73404146,12.32859654,14.89536139,16.87518851,16.46115577,16.52681321,16.82537866,11.4,12.2780241,14.9114535,16.87480289,16.53311857,16.53400636,16.76651178
115,15.95237831,15.822,15.76496336,12.34811056,14.92149098,16.90243051,16.49184766,16.56178946,16.8479596,11.3,12.2985105,14.93804269,16.90281136,16.55973607,16.56935391,16.79814381
116,15.97709416,15.849,15.79580448,12.37216626,14.93832348,16.92942681,16.52229225,16.59680232,16.88152468,11.2,12.31900583,14.9643106,16.93075621,16.58634169,16.60474399,16.82953559
117,16.00181001,15.876,15.82656632,12.3907422,14.94875562,16.95647404,16.55270532,16.63185155,16.89943576,11.1,12.33959971,14.99040023,16.95863812,16.61292931,16.6401761,16.86074202
118,16.02652586,15.903,15.85725042,12.40901533,14.9708164,16.98388362,16.5830921,16.66693689,16.93281962,11,12.36043809,15.01639004,16.98645782,16.63949251,16.67564971,16.89192329
119,16.05124171,15.93,15.8878583,12.42666627,14.99954824,17.01132301,16.61345787,16.70205807,16.95351779,10.9,12.38118718,15.0425497,17.01421607,16.66595426,16.71116426,16.92279294
120,16.08244822,15.958,15.91842787,12.45768885,15.02681578,17.03890737,16.64380795,16.73721481,16.98656517,10.9,12.40214,15.06851381,17.04191364,16.69230137,16.74671916,16.95355604
121,16.11365473,15.986,15.94895114,12.47675869,15.05463592,17.0666687,16.67414726,16.77240879,17.01464455,10.8,12.42333421,15.09411641,17.06955132,16.71853987,16.78231382,16.98399147
122,16.14486124,16.014,15.97942745,12.49456917,15.08002326,17.09458593,16.70448123,16.80763978,17.04300761,10.7,12.44471614,15.12005038,17.09712994,16.74466427,16.8179476,17.01427913
123,16.17606775,16.042,16.00985611,12.51294718,15.1078754,17.12262429,16.73481533,16.84290755,17.06124641,10.6,12.46631665,15.14583291,17.12465037,16.77078516,16.85361984,17.04440827
124,16.20727427,16.07,16.04023646,12.53136752,15.1477519,17.1506809,16.76515514,16.87821188,17.08832989,10.5,12.48802235,15.17139921,17.15211346,16.79709196,16.88932986,17.07436531
125,16.23848078,16.098,16.07056784,12.53017857,15.17456326,17.17884612,16.79550626,16.9135525,17.11760797,10.4,12.50973351,15.1967179,17.17952007,16.8236286,16.92507695,17.10423329
126,16.26968729,16.126,16.10084962,12.54773674,15.19818656,17.20695927,16.82587436,16.94892914,17.14986543,10.4,12.53160291,15.22172445,17.20687113,16.85023738,16.96086038,17.13389022
127,16.3008938,16.154,16.13108117,12.56992793,15.23025148,17.2348535,16.8562933,16.98434152,17.17889631,10.3,12.55351691,15.24619412,17.23416756,16.87687223,16.99667938,17.16331754
128,16.33210031,16.182,16.16126186,12.58643623,15.24437144,17.26270058,16.88691259,17.01978935,17.21359538,10.2,12.57585016,15.27061916,17.26141031,16.90344855,17.03253318,17.19248785
129,16.36330682,16.21,16.1913911,12.61794136,15.280655,17.29068505,16.91772934,17.05527233,17.23156964,10.1,12.59829584,15.29460563,17.28860042,16.93000628,17.06842097,17.22154856
130,16.39095642,16.238,16.22148284,12.63493511,15.31200987,17.31862515,16.9487408,17.09079038,17.26946761,10,12.62064851,15.31834553,17.31573897,16.95666784,17.10434191,17.25051096
131,16.41860602,16.266,16.25159695,12.63499508,15.3327009,17.34645997,16.9799121,17.12634361,17.28800689,10,12.64297615,15.3419286,17.34282703,16.98345668,17.14029516,17.27917557
132,16.44625561,16.294,16.28173515,12.65202769,15.35872385,17.37393564,17.01107161,17.16193171,17.31077225,9.9,12.66529351,15.36528635,17.36986572,17.01037344,17.17627982,17.30772636
133,16.47390521,16.322,16.31189917,12.66886569,15.3847468,17.40128183,17.04213145,17.19755432,17.33601369,9.8,12.68753299,15.38843658,17.3968562,17.0373032,17.212295,17.33616258
134,16.50155481,16.35,16.34209081,12.68663529,15.41076975,17.42876866,17.07309073,17.23321108,17.36723992,9.7,12.7097758,15.41144322,17.42379963,17.06420057,17.24833976,17.3644045
135,16.52920441,16.378,16.37231192,12.7037757,15.44494972,17.45614654,17.10394861,17.26894709,17.38460514,9.6,12.73194656,15.43456599,17.45069721,17.09116229,17.28441316,17.39255954
136,16.55685401,16.406,16.40256437,12.72114069,15.48092004,17.48342972,17.13470423,17.30477579,17.42121066,9.5,12.7539887,15.4571303,17.4775503,17.11820109,17.32051423,17.42064254
137,16.5845036,16.434,16.43285011,12.73788161,15.51343836,17.51060111,17.16535676,17.34069367,17.43947823,9.5,12.77597907,15.47996891,17.50436028,17.14529594,17.35664196,17.44855299
138,16.6121532,16.462,16.46317112,12.76130219,15.53323015,17.53766685,17.19601352,17.37669728,17.47446338,9.4,12.7979384,15.50291285,17.53112859,17.17235924,17.39279533,17.47621225
139,16.6398028,16.49,16.49352944,12.78045375,15.5413716,17.56463551,17.22679329,17.41278318,17.49315107,9.3,12.81976848,15.52584885,17.55785671,17.19944646,17.42897332,17.50373611
140,16.66754427,16.52,16.52375246,12.80016065,15.54939364,17.59149667,17.25770628,17.44894798,17.5159598,9.2,12.84159595,15.54851819,17.58454618,17.22658103,17.46517484,17.53119981
141,16.69528574,16.55,16.55379758,12.81989675,15.57836248,17.61825373,17.28876273,17.48518826,17.5433665,9.1,12.86327456,15.57087094,17.61119848,17.25371776,17.50139881,17.55849923
142,16.72302721,16.58,16.58367308,12.83888416,15.60467471,17.64493587,17.31997302,17.52150065,17.5650082,9,12.88496547,15.59279821,17.63781509,17.28085723,17.53764414,17.58578115
143,16.75076868,16.61,16.61338719,12.85775757,15.6351559,17.67153632,17.35134762,17.55788176,17.59129448,9,12.90664572,15.61444988,17.66439752,17.30799998,17.57390968,17.61278882
144,16.77851015,16.64,16.64294807,12.87377472,15.65522904,17.69805572,17.37699557,17.59432824,17.61561822,8.9,12.92795702,15.6357987,17.69094725,17.3351465,17.6101943,17.63981497
145,16.80625161,16.67,16.67236378,12.89319765,15.67129297,17.72449955,17.39967298,17.63083675,17.64597301,8.8,12.94924969,15.65673036,17.71746579,17.36229725,17.64649682,17.66664042
146,16.83399308,16.7,16.70164237,12.91255891,15.7015232,17.75087719,17.42236773,17.66740397,17.66494043,8.7,12.97053186,15.67681396,17.7439546,17.38945265,17.68281605,17.69356721
147,16.86173455,16.73,16.73079178,12.93123102,15.73016354,17.777185,17.44508968,17.70402659,17.70566972,8.6,12.99185413,15.69662233,17.77041516,17.41661306,17.71915078,17.7203042
