x,y,zhighRes
490218.3533,5458168.12,27.49
490219.2496,5458168.563,27.47
490220.146,5458169.007,27.45
490221.0423,5458169.45,27.43
490221.9386,5458169.893,27.41
490222.835,5458170.337,27.39
490223.7313,5458170.78,27.37
490224.6276,5458171.223,27.339
490225.524,5458171.667,27.308
490226.4203,5458172.11,27.277
490227.3166,5458172.554,27.246
490228.213,5458172.997,27.215
490229.1093,5458173.44,27.184
490230.0056,5458173.884,27.153
490230.902,5458174.327,27.122
490231.7983,5458174.77,27.091
490232.6946,5458175.214,27.06
490233.591,5458175.657,27.027
490234.4873,5458176.101,26.994
490235.3836,5458176.544,26.961
490236.28,5458176.987,26.928
490237.1763,5458177.431,26.895
490238.0726,5458177.874,26.862
490238.969,5458178.318,26.829
490239.8653,5458178.761,26.796
490240.7616,5458179.204,26.763
490241.658,5458179.648,26.73
490242.5543,5458180.091,26.702
490243.4506,5458180.534,26.674
490244.347,5458180.978,26.646
490245.2433,5458181.421,26.618
490246.1396,5458181.865,26.59
490247.036,5458182.308,26.562
490247.9323,5458182.751,26.534
490248.8286,5458183.195,26.506
490249.725,5458183.638,26.478
490250.6213,5458184.082,26.45
490251.5176,5458184.525,26.423
490252.414,5458184.968,26.396
490253.3103,5458185.412,26.369
490254.2066,5458185.855,26.342
490255.103,5458186.298,26.315
490255.9993,5458186.742,26.288
490256.8956,5458187.185,26.261
490257.792,5458187.629,26.234
490258.6883,5458188.072,26.207
490259.5846,5458188.515,26.18
490260.481,5458188.959,26.1405
490261.3773,5458189.402,26.101
490262.2736,5458189.845,26.0615
490263.17,5458190.289,26.022
490264.0663,5458190.732,25.9825
490264.9626,5458191.176,25.943
490265.859,5458191.619,25.9035
490266.7553,5458192.062,25.864
490267.6516,5458192.506,25.8245
490268.548,5458192.949,25.785
490269.4443,5458193.393,25.7605
490270.3406,5458193.836,25.736
490271.237,5458194.279,25.7115
490272.1333,5458194.723,25.687
490273.0296,5458195.166,25.6625
490273.926,5458195.609,25.638
490274.8223,5458196.053,25.6135
490275.7186,5458196.496,25.589
490276.615,5458196.94,25.5645
490277.5113,5458197.383,25.54
490278.4076,5458197.826,25.512
490279.304,5458198.27,25.484
490280.2003,5458198.713,25.456
490281.0966,5458199.156,25.428
490281.993,5458199.6,25.4
490282.8893,5458200.043,25.372
490283.7856,5458200.487,25.344
490284.682,5458200.93,25.316
490285.5783,5458201.373,25.288
490286.4746,5458201.817,25.26
490287.371,5458202.26,25.2315
490288.2673,5458202.704,25.203
490289.1636,5458203.147,25.1745
490290.06,5458203.59,25.146
490290.9563,5458204.034,25.1175
490291.8526,5458204.477,25.089
490292.749,5458204.92,25.0605
490293.6453,5458205.364,25.032
490294.5416,5458205.807,25.0035
490295.438,5458206.251,24.975
490296.3453,5458206.671,24.9485
490297.2539,5458207.089,24.922
490298.1624,5458207.506,24.8955
490299.0709,5458207.924,24.869
490299.9794,5458208.342,24.8425
490300.888,5458208.76,24.816
490301.7965,5458209.178,24.7895
490302.705,5458209.596,24.763
490303.6136,5458210.013,24.7365
490304.5221,5458210.431,24.71
490305.4331,5458210.844,24.678
490306.3444,5458211.255,24.646
490307.2556,5458211.667,24.614
490308.1669,5458212.079,24.582
490309.0782,5458212.491,24.55
490309.9894,5458212.903,24.518
490310.9007,5458213.314,24.486
490311.812,5458213.726,24.454
490312.7233,5458214.138,24.422
490313.6345,5458214.55,24.39
490314.5521,5458214.947,24.3625
490315.4703,5458215.344,24.335
490316.3885,5458215.74,24.3075
490317.3068,5458216.136,24.28
490318.225,5458216.532,24.2525
490319.1432,5458216.928,24.225
490320.0614,5458217.324,24.1975
490320.9797,5458217.72,24.17
490321.8979,5458218.116,24.1425
490322.8161,5458218.512,24.115
490323.7383,5458218.899,24.0975
490324.6608,5458219.285,24.08
490325.5834,5458219.671,24.0625
490326.5059,5458220.056,24.045
490327.4285,5458220.442,24.0275
490328.351,5458220.828,24.01
490329.2736,5458221.214,23.9925
490330.1962,5458221.6,23.975
490331.1187,5458221.986,23.9575
490332.0413,5458222.372,23.94
490332.9638,5458222.757,23.922
490333.8864,5458223.143,23.904
490334.8089,5458223.529,23.886
490335.7315,5458223.915,23.868
490336.6541,5458224.301,23.85
490337.5766,5458224.687,23.832
490338.4992,5458225.073,23.814
490339.4217,5458225.458,23.796
490340.3443,5458225.844,23.778
490341.2668,5458226.23,23.76
